caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The green cube is left the purple cylinder,The purple cylinder is left the green cube,left,cube,green,cylinder,purple,000112.png
The green cube is left the purple cylinder,The purple cylinder is left the green cube,left,cube,green,cylinder,purple,000113.png
The green cube is left the red cylinder,The red cylinder is left the green cube,left,cube,green,cylinder,red,000115.png
The green cube is left the red cylinder,The red cylinder is left the green cube,left,cube,green,cylinder,red,000116.png
The green cube is left the yellow cylinder,The yellow cylinder is left the green cube,left,cube,green,cylinder,yellow,000118.png
The green cube is left the yellow cylinder,The yellow cylinder is left the green cube,left,cube,green,cylinder,yellow,000119.png
The purple cube is left the blue cylinder,The blue cylinder is left the purple cube,left,cube,purple,cylinder,blue,000120.png
The purple cube is left the blue cylinder,The blue cylinder is left the purple cube,left,cube,purple,cylinder,blue,000122.png
The purple cube is left the brown cylinder,The brown cylinder is left the purple cube,left,cube,purple,cylinder,brown,000123.png
The purple cube is left the brown cylinder,The brown cylinder is left the purple cube,left,cube,purple,cylinder,brown,000125.png
The purple cube is left the cyan cylinder,The cyan cylinder is left the purple cube,left,cube,purple,cylinder,cyan,000127.png
The purple cube is left the cyan cylinder,The cyan cylinder is left the purple cube,left,cube,purple,cylinder,cyan,000128.png
The purple cube is left the gray cylinder,The gray cylinder is left the purple cube,left,cube,purple,cylinder,gray,000129.png
The purple cube is left the gray cylinder,The gray cylinder is left the purple cube,left,cube,purple,cylinder,gray,000131.png
The purple cube is left the green cylinder,The green cylinder is left the purple cube,left,cube,purple,cylinder,green,000132.png
The purple cube is left the green cylinder,The green cylinder is left the purple cube,left,cube,purple,cylinder,green,000134.png
The purple cube is left the purple cylinder,The purple cylinder is left the purple cube,left,cube,purple,cylinder,purple,000136.png
The purple cube is left the purple cylinder,The purple cylinder is left the purple cube,left,cube,purple,cylinder,purple,000137.png
The purple cube is left the red cylinder,The red cylinder is left the purple cube,left,cube,purple,cylinder,red,000138.png
The purple cube is left the red cylinder,The red cylinder is left the purple cube,left,cube,purple,cylinder,red,000140.png
The purple cube is left the yellow cylinder,The yellow cylinder is left the purple cube,left,cube,purple,cylinder,yellow,000141.png
The purple cube is left the yellow cylinder,The yellow cylinder is left the purple cube,left,cube,purple,cylinder,yellow,000143.png
The red cube is left the blue cylinder,The blue cylinder is left the red cube,left,cube,red,cylinder,blue,000144.png
The red cube is left the blue cylinder,The blue cylinder is left the red cube,left,cube,red,cylinder,blue,000146.png
The red cube is left the brown cylinder,The brown cylinder is left the red cube,left,cube,red,cylinder,brown,000147.png
The red cube is left the brown cylinder,The brown cylinder is left the red cube,left,cube,red,cylinder,brown,000149.png
The red cube is left the cyan cylinder,The cyan cylinder is left the red cube,left,cube,red,cylinder,cyan,000150.png
The red cube is left the cyan cylinder,The cyan cylinder is left the red cube,left,cube,red,cylinder,cyan,000151.png
The red cube is left the gray cylinder,The gray cylinder is left the red cube,left,cube,red,cylinder,gray,000154.png
The red cube is left the gray cylinder,The gray cylinder is left the red cube,left,cube,red,cylinder,gray,000155.png
The red cube is left the green cylinder,The green cylinder is left the red cube,left,cube,red,cylinder,green,000156.png
The red cube is left the green cylinder,The green cylinder is left the red cube,left,cube,red,cylinder,green,000158.png
The red cube is left the purple cylinder,The purple cylinder is left the red cube,left,cube,red,cylinder,purple,000159.png
The red cube is left the purple cylinder,The purple cylinder is left the red cube,left,cube,red,cylinder,purple,000161.png
The red cube is left the red cylinder,The red cylinder is left the red cube,left,cube,red,cylinder,red,000163.png
The red cube is left the red cylinder,The red cylinder is left the red cube,left,cube,red,cylinder,red,000164.png
The red cube is left the yellow cylinder,The yellow cylinder is left the red cube,left,cube,red,cylinder,yellow,000165.png
The red cube is left the yellow cylinder,The yellow cylinder is left the red cube,left,cube,red,cylinder,yellow,000166.png
The yellow cube is left the blue cylinder,The blue cylinder is left the yellow cube,left,cube,yellow,cylinder,blue,000169.png
The yellow cube is left the blue cylinder,The blue cylinder is left the yellow cube,left,cube,yellow,cylinder,blue,000170.png
The yellow cube is left the brown cylinder,The brown cylinder is left the yellow cube,left,cube,yellow,cylinder,brown,000172.png
The yellow cube is left the brown cylinder,The brown cylinder is left the yellow cube,left,cube,yellow,cylinder,brown,000173.png
The yellow cube is left the cyan cylinder,The cyan cylinder is left the yellow cube,left,cube,yellow,cylinder,cyan,000174.png
The yellow cube is left the cyan cylinder,The cyan cylinder is left the yellow cube,left,cube,yellow,cylinder,cyan,000175.png
The yellow cube is left the gray cylinder,The gray cylinder is left the yellow cube,left,cube,yellow,cylinder,gray,000177.png
The yellow cube is left the gray cylinder,The gray cylinder is left the yellow cube,left,cube,yellow,cylinder,gray,000178.png
The yellow cube is left the green cylinder,The green cylinder is left the yellow cube,left,cube,yellow,cylinder,green,000180.png
The yellow cube is left the green cylinder,The green cylinder is left the yellow cube,left,cube,yellow,cylinder,green,000181.png
The yellow cube is left the purple cylinder,The purple cylinder is left the yellow cube,left,cube,yellow,cylinder,purple,000183.png
The yellow cube is left the purple cylinder,The purple cylinder is left the yellow cube,left,cube,yellow,cylinder,purple,000184.png
The yellow cube is left the red cylinder,The red cylinder is left the yellow cube,left,cube,yellow,cylinder,red,000186.png
The yellow cube is left the red cylinder,The red cylinder is left the yellow cube,left,cube,yellow,cylinder,red,000187.png
The yellow cube is left the yellow cylinder,The yellow cylinder is left the yellow cube,left,cube,yellow,cylinder,yellow,000189.png
The yellow cube is left the yellow cylinder,The yellow cylinder is left the yellow cube,left,cube,yellow,cylinder,yellow,000191.png
The blue cube is left the blue sphere,The blue sphere is left the blue cube,left,cube,blue,sphere,blue,000192.png
The blue cube is left the blue sphere,The blue sphere is left the blue cube,left,cube,blue,sphere,blue,000193.png
The blue cube is left the brown sphere,The brown sphere is left the blue cube,left,cube,blue,sphere,brown,000196.png
The blue cube is left the brown sphere,The brown sphere is left the blue cube,left,cube,blue,sphere,brown,000197.png
The blue cube is left the cyan sphere,The cyan sphere is left the blue cube,left,cube,blue,sphere,cyan,000198.png
The blue cube is left the cyan sphere,The cyan sphere is left the blue cube,left,cube,blue,sphere,cyan,000200.png
The blue cube is left the gray sphere,The gray sphere is left the blue cube,left,cube,blue,sphere,gray,000201.png
The blue cube is left the gray sphere,The gray sphere is left the blue cube,left,cube,blue,sphere,gray,000203.png
The blue cube is left the green sphere,The green sphere is left the blue cube,left,cube,blue,sphere,green,000204.png
The blue cube is left the green sphere,The green sphere is left the blue cube,left,cube,blue,sphere,green,000205.png
The blue cube is left the purple sphere,The purple sphere is left the blue cube,left,cube,blue,sphere,purple,000207.png
The blue cube is left the purple sphere,The purple sphere is left the blue cube,left,cube,blue,sphere,purple,000208.png
The blue cube is left the red sphere,The red sphere is left the blue cube,left,cube,blue,sphere,red,000210.png
The blue cube is left the red sphere,The red sphere is left the blue cube,left,cube,blue,sphere,red,000212.png
The blue cube is left the yellow sphere,The yellow sphere is left the blue cube,left,cube,blue,sphere,yellow,000213.png
The blue cube is left the yellow sphere,The yellow sphere is left the blue cube,left,cube,blue,sphere,yellow,000215.png
The brown cube is left the blue sphere,The blue sphere is left the brown cube,left,cube,brown,sphere,blue,000217.png
The brown cube is left the blue sphere,The blue sphere is left the brown cube,left,cube,brown,sphere,blue,000218.png
The brown cube is left the brown sphere,The brown sphere is left the brown cube,left,cube,brown,sphere,brown,000219.png
The brown cube is left the brown sphere,The brown sphere is left the brown cube,left,cube,brown,sphere,brown,000220.png
The brown cube is left the cyan sphere,The cyan sphere is left the brown cube,left,cube,brown,sphere,cyan,000222.png
The brown cube is left the cyan sphere,The cyan sphere is left the brown cube,left,cube,brown,sphere,cyan,000224.png
The brown cube is left the gray sphere,The gray sphere is left the brown cube,left,cube,brown,sphere,gray,000225.png
The brown cube is left the gray sphere,The gray sphere is left the brown cube,left,cube,brown,sphere,gray,000227.png
The brown cube is left the green sphere,The green sphere is left the brown cube,left,cube,brown,sphere,green,000228.png
The brown cube is left the green sphere,The green sphere is left the brown cube,left,cube,brown,sphere,green,000229.png
The brown cube is left the purple sphere,The purple sphere is left the brown cube,left,cube,brown,sphere,purple,000231.png
The brown cube is left the purple sphere,The purple sphere is left the brown cube,left,cube,brown,sphere,purple,000233.png
The brown cube is left the red sphere,The red sphere is left the brown cube,left,cube,brown,sphere,red,000235.png
The brown cube is left the red sphere,The red sphere is left the brown cube,left,cube,brown,sphere,red,000236.png
The brown cube is left the yellow sphere,The yellow sphere is left the brown cube,left,cube,brown,sphere,yellow,000238.png
The brown cube is left the yellow sphere,The yellow sphere is left the brown cube,left,cube,brown,sphere,yellow,000239.png
The cyan cube is left the blue sphere,The blue sphere is left the cyan cube,left,cube,cyan,sphere,blue,000241.png
The cyan cube is left the blue sphere,The blue sphere is left the cyan cube,left,cube,cyan,sphere,blue,000242.png
The cyan cube is left the brown sphere,The brown sphere is left the cyan cube,left,cube,cyan,sphere,brown,000243.png
The cyan cube is left the brown sphere,The brown sphere is left the cyan cube,left,cube,cyan,sphere,brown,000244.png
The cyan cube is left the cyan sphere,The cyan sphere is left the cyan cube,left,cube,cyan,sphere,cyan,000247.png
The cyan cube is left the cyan sphere,The cyan sphere is left the cyan cube,left,cube,cyan,sphere,cyan,000248.png
The cyan cube is left the gray sphere,The gray sphere is left the cyan cube,left,cube,cyan,sphere,gray,000250.png
The cyan cube is left the gray sphere,The gray sphere is left the cyan cube,left,cube,cyan,sphere,gray,000251.png
The cyan cube is left the green sphere,The green sphere is left the cyan cube,left,cube,cyan,sphere,green,000252.png
The cyan cube is left the green sphere,The green sphere is left the cyan cube,left,cube,cyan,sphere,green,000254.png
The cyan cube is left the purple sphere,The purple sphere is left the cyan cube,left,cube,cyan,sphere,purple,000255.png
The cyan cube is left the purple sphere,The purple sphere is left the cyan cube,left,cube,cyan,sphere,purple,000256.png
The cyan cube is left the red sphere,The red sphere is left the cyan cube,left,cube,cyan,sphere,red,000258.png
The cyan cube is left the red sphere,The red sphere is left the cyan cube,left,cube,cyan,sphere,red,000260.png
The cyan cube is left the yellow sphere,The yellow sphere is left the cyan cube,left,cube,cyan,sphere,yellow,000261.png
The cyan cube is left the yellow sphere,The yellow sphere is left the cyan cube,left,cube,cyan,sphere,yellow,000262.png
The gray cube is left the blue sphere,The blue sphere is left the gray cube,left,cube,gray,sphere,blue,000264.png
The gray cube is left the blue sphere,The blue sphere is left the gray cube,left,cube,gray,sphere,blue,000265.png
The gray cube is left the brown sphere,The brown sphere is left the gray cube,left,cube,gray,sphere,brown,000268.png
The gray cube is left the brown sphere,The brown sphere is left the gray cube,left,cube,gray,sphere,brown,000269.png
The gray cube is left the cyan sphere,The cyan sphere is left the gray cube,left,cube,gray,sphere,cyan,000270.png
The gray cube is left the cyan sphere,The cyan sphere is left the gray cube,left,cube,gray,sphere,cyan,000271.png
The gray cube is left the gray sphere,The gray sphere is left the gray cube,left,cube,gray,sphere,gray,000273.png
The gray cube is left the gray sphere,The gray sphere is left the gray cube,left,cube,gray,sphere,gray,000275.png
The gray cube is left the green sphere,The green sphere is left the gray cube,left,cube,gray,sphere,green,000276.png
The gray cube is left the green sphere,The green sphere is left the gray cube,left,cube,gray,sphere,green,000278.png
The gray cube is left the purple sphere,The purple sphere is left the gray cube,left,cube,gray,sphere,purple,000280.png
The gray cube is left the purple sphere,The purple sphere is left the gray cube,left,cube,gray,sphere,purple,000281.png
The gray cube is left the red sphere,The red sphere is left the gray cube,left,cube,gray,sphere,red,000282.png
The gray cube is left the red sphere,The red sphere is left the gray cube,left,cube,gray,sphere,red,000284.png
The gray cube is left the yellow sphere,The yellow sphere is left the gray cube,left,cube,gray,sphere,yellow,000285.png
The gray cube is left the yellow sphere,The yellow sphere is left the gray cube,left,cube,gray,sphere,yellow,000286.png
The green cube is left the blue sphere,The blue sphere is left the green cube,left,cube,green,sphere,blue,000288.png
The green cube is left the blue sphere,The blue sphere is left the green cube,left,cube,green,sphere,blue,000290.png
The green cube is left the brown sphere,The brown sphere is left the green cube,left,cube,green,sphere,brown,000292.png
The green cube is left the brown sphere,The brown sphere is left the green cube,left,cube,green,sphere,brown,000293.png
The green cube is left the cyan sphere,The cyan sphere is left the green cube,left,cube,green,sphere,cyan,000294.png
The green cube is left the cyan sphere,The cyan sphere is left the green cube,left,cube,green,sphere,cyan,000296.png
The green cube is left the gray sphere,The gray sphere is left the green cube,left,cube,green,sphere,gray,000297.png
The green cube is left the gray sphere,The gray sphere is left the green cube,left,cube,green,sphere,gray,000298.png
The green cube is left the green sphere,The green sphere is left the green cube,left,cube,green,sphere,green,000300.png
The green cube is left the green sphere,The green sphere is left the green cube,left,cube,green,sphere,green,000301.png
The green cube is left the purple sphere,The purple sphere is left the green cube,left,cube,green,sphere,purple,000304.png
The green cube is left the purple sphere,The purple sphere is left the green cube,left,cube,green,sphere,purple,000305.png
The green cube is left the red sphere,The red sphere is left the green cube,left,cube,green,sphere,red,000306.png
The green cube is left the red sphere,The red sphere is left the green cube,left,cube,green,sphere,red,000307.png
The green cube is left the yellow sphere,The yellow sphere is left the green cube,left,cube,green,sphere,yellow,000309.png
The green cube is left the yellow sphere,The yellow sphere is left the green cube,left,cube,green,sphere,yellow,000310.png
The purple cube is left the blue sphere,The blue sphere is left the purple cube,left,cube,purple,sphere,blue,000313.png
The purple cube is left the blue sphere,The blue sphere is left the purple cube,left,cube,purple,sphere,blue,000314.png
The purple cube is left the brown sphere,The brown sphere is left the purple cube,left,cube,purple,sphere,brown,000315.png
The purple cube is left the brown sphere,The brown sphere is left the purple cube,left,cube,purple,sphere,brown,000316.png
The purple cube is left the cyan sphere,The cyan sphere is left the purple cube,left,cube,purple,sphere,cyan,000318.png
The purple cube is left the cyan sphere,The cyan sphere is left the purple cube,left,cube,purple,sphere,cyan,000320.png
The purple cube is left the gray sphere,The gray sphere is left the purple cube,left,cube,purple,sphere,gray,000321.png
The purple cube is left the gray sphere,The gray sphere is left the purple cube,left,cube,purple,sphere,gray,000323.png
The purple cube is left the green sphere,The green sphere is left the purple cube,left,cube,purple,sphere,green,000324.png
The purple cube is left the green sphere,The green sphere is left the purple cube,left,cube,purple,sphere,green,000326.png
The purple cube is left the purple sphere,The purple sphere is left the purple cube,left,cube,purple,sphere,purple,000327.png
The purple cube is left the purple sphere,The purple sphere is left the purple cube,left,cube,purple,sphere,purple,000328.png
The purple cube is left the red sphere,The red sphere is left the purple cube,left,cube,purple,sphere,red,000330.png
The purple cube is left the red sphere,The red sphere is left the purple cube,left,cube,purple,sphere,red,000331.png
The purple cube is left the yellow sphere,The yellow sphere is left the purple cube,left,cube,purple,sphere,yellow,000333.png
The purple cube is left the yellow sphere,The yellow sphere is left the purple cube,left,cube,purple,sphere,yellow,000334.png
The red cube is left the blue sphere,The blue sphere is left the red cube,left,cube,red,sphere,blue,000336.png
The red cube is left the blue sphere,The blue sphere is left the red cube,left,cube,red,sphere,blue,000337.png
The red cube is left the brown sphere,The brown sphere is left the red cube,left,cube,red,sphere,brown,000339.png
The red cube is left the brown sphere,The brown sphere is left the red cube,left,cube,red,sphere,brown,000340.png
The red cube is left the cyan sphere,The cyan sphere is left the red cube,left,cube,red,sphere,cyan,000343.png
The red cube is left the cyan sphere,The cyan sphere is left the red cube,left,cube,red,sphere,cyan,000344.png
The red cube is left the gray sphere,The gray sphere is left the red cube,left,cube,red,sphere,gray,000346.png
The red cube is left the gray sphere,The gray sphere is left the red cube,left,cube,red,sphere,gray,000347.png
The red cube is left the green sphere,The green sphere is left the red cube,left,cube,red,sphere,green,000348.png
The red cube is left the green sphere,The green sphere is left the red cube,left,cube,red,sphere,green,000349.png
The red cube is left the purple sphere,The purple sphere is left the red cube,left,cube,red,sphere,purple,000351.png
The red cube is left the purple sphere,The purple sphere is left the red cube,left,cube,red,sphere,purple,000353.png
The red cube is left the red sphere,The red sphere is left the red cube,left,cube,red,sphere,red,000355.png
The red cube is left the red sphere,The red sphere is left the red cube,left,cube,red,sphere,red,000356.png
The red cube is left the yellow sphere,The yellow sphere is left the red cube,left,cube,red,sphere,yellow,000358.png
The red cube is left the yellow sphere,The yellow sphere is left the red cube,left,cube,red,sphere,yellow,000359.png
The yellow cube is left the blue sphere,The blue sphere is left the yellow cube,left,cube,yellow,sphere,blue,000360.png
The yellow cube is left the blue sphere,The blue sphere is left the yellow cube,left,cube,yellow,sphere,blue,000362.png
The yellow cube is left the brown sphere,The brown sphere is left the yellow cube,left,cube,yellow,sphere,brown,000363.png
The yellow cube is left the brown sphere,The brown sphere is left the yellow cube,left,cube,yellow,sphere,brown,000365.png
The yellow cube is left the cyan sphere,The cyan sphere is left the yellow cube,left,cube,yellow,sphere,cyan,000367.png
The yellow cube is left the cyan sphere,The cyan sphere is left the yellow cube,left,cube,yellow,sphere,cyan,000368.png
The yellow cube is left the gray sphere,The gray sphere is left the yellow cube,left,cube,yellow,sphere,gray,000370.png
The yellow cube is left the gray sphere,The gray sphere is left the yellow cube,left,cube,yellow,sphere,gray,000371.png
The yellow cube is left the green sphere,The green sphere is left the yellow cube,left,cube,yellow,sphere,green,000373.png
The yellow cube is left the green sphere,The green sphere is left the yellow cube,left,cube,yellow,sphere,green,000374.png
The yellow cube is left the purple sphere,The purple sphere is left the yellow cube,left,cube,yellow,sphere,purple,000375.png
The yellow cube is left the purple sphere,The purple sphere is left the yellow cube,left,cube,yellow,sphere,purple,000377.png
The yellow cube is left the red sphere,The red sphere is left the yellow cube,left,cube,yellow,sphere,red,000379.png
The yellow cube is left the red sphere,The red sphere is left the yellow cube,left,cube,yellow,sphere,red,000380.png
The yellow cube is left the yellow sphere,The yellow sphere is left the yellow cube,left,cube,yellow,sphere,yellow,000381.png
The yellow cube is left the yellow sphere,The yellow sphere is left the yellow cube,left,cube,yellow,sphere,yellow,000383.png
The blue cylinder is left the brown cylinder,The brown cylinder is left the blue cylinder,left,cylinder,blue,cylinder,brown,000660.png
The blue cylinder is left the brown cylinder,The brown cylinder is left the blue cylinder,left,cylinder,blue,cylinder,brown,000662.png
The blue cylinder is left the cyan cylinder,The cyan cylinder is left the blue cylinder,left,cylinder,blue,cylinder,cyan,000663.png
The blue cylinder is left the cyan cylinder,The cyan cylinder is left the blue cylinder,left,cylinder,blue,cylinder,cyan,000665.png
The blue cylinder is left the gray cylinder,The gray cylinder is left the blue cylinder,left,cylinder,blue,cylinder,gray,000666.png
The blue cylinder is left the gray cylinder,The gray cylinder is left the blue cylinder,left,cylinder,blue,cylinder,gray,000667.png
The blue cylinder is left the green cylinder,The green cylinder is left the blue cylinder,left,cylinder,blue,cylinder,green,000669.png
The blue cylinder is left the green cylinder,The green cylinder is left the blue cylinder,left,cylinder,blue,cylinder,green,000671.png
The blue cylinder is left the purple cylinder,The purple cylinder is left the blue cylinder,left,cylinder,blue,cylinder,purple,000672.png
The blue cylinder is left the purple cylinder,The purple cylinder is left the blue cylinder,left,cylinder,blue,cylinder,purple,000673.png
The blue cylinder is left the red cylinder,The red cylinder is left the blue cylinder,left,cylinder,blue,cylinder,red,000675.png
The blue cylinder is left the red cylinder,The red cylinder is left the blue cylinder,left,cylinder,blue,cylinder,red,000676.png
The blue cylinder is left the yellow cylinder,The yellow cylinder is left the blue cylinder,left,cylinder,blue,cylinder,yellow,000678.png
The blue cylinder is left the yellow cylinder,The yellow cylinder is left the blue cylinder,left,cylinder,blue,cylinder,yellow,000679.png
The brown cylinder is left the cyan cylinder,The cyan cylinder is left the brown cylinder,left,cylinder,brown,cylinder,cyan,000681.png
The brown cylinder is left the cyan cylinder,The cyan cylinder is left the brown cylinder,left,cylinder,brown,cylinder,cyan,000682.png
The brown cylinder is left the gray cylinder,The gray cylinder is left the brown cylinder,left,cylinder,brown,cylinder,gray,000684.png
The brown cylinder is left the gray cylinder,The gray cylinder is left the brown cylinder,left,cylinder,brown,cylinder,gray,000686.png
The brown cylinder is left the green cylinder,The green cylinder is left the brown cylinder,left,cylinder,brown,cylinder,green,000687.png
The brown cylinder is left the green cylinder,The green cylinder is left the brown cylinder,left,cylinder,brown,cylinder,green,000689.png
The brown cylinder is left the purple cylinder,The purple cylinder is left the brown cylinder,left,cylinder,brown,cylinder,purple,000691.png
The brown cylinder is left the purple cylinder,The purple cylinder is left the brown cylinder,left,cylinder,brown,cylinder,purple,000692.png
The brown cylinder is left the red cylinder,The red cylinder is left the brown cylinder,left,cylinder,brown,cylinder,red,000693.png
The brown cylinder is left the red cylinder,The red cylinder is left the brown cylinder,left,cylinder,brown,cylinder,red,000695.png
The brown cylinder is left the yellow cylinder,The yellow cylinder is left the brown cylinder,left,cylinder,brown,cylinder,yellow,000697.png
The brown cylinder is left the yellow cylinder,The yellow cylinder is left the brown cylinder,left,cylinder,brown,cylinder,yellow,000698.png
The cyan cylinder is left the gray cylinder,The gray cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,gray,000699.png
The cyan cylinder is left the gray cylinder,The gray cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,gray,000700.png
The cyan cylinder is left the green cylinder,The green cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,green,000702.png
The cyan cylinder is left the green cylinder,The green cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,green,000703.png
The cyan cylinder is left the purple cylinder,The purple cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,purple,000706.png
The cyan cylinder is left the purple cylinder,The purple cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,purple,000707.png
The cyan cylinder is left the red cylinder,The red cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,red,000708.png
The cyan cylinder is left the red cylinder,The red cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,red,000709.png
The cyan cylinder is left the yellow cylinder,The yellow cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,yellow,000712.png
The cyan cylinder is left the yellow cylinder,The yellow cylinder is left the cyan cylinder,left,cylinder,cyan,cylinder,yellow,000713.png
The gray cylinder is left the green cylinder,The green cylinder is left the gray cylinder,left,cylinder,gray,cylinder,green,000714.png
The gray cylinder is left the green cylinder,The green cylinder is left the gray cylinder,left,cylinder,gray,cylinder,green,000715.png
The gray cylinder is left the purple cylinder,The purple cylinder is left the gray cylinder,left,cylinder,gray,cylinder,purple,000718.png
The gray cylinder is left the purple cylinder,The purple cylinder is left the gray cylinder,left,cylinder,gray,cylinder,purple,000719.png
The gray cylinder is left the red cylinder,The red cylinder is left the gray cylinder,left,cylinder,gray,cylinder,red,000720.png
The gray cylinder is left the red cylinder,The red cylinder is left the gray cylinder,left,cylinder,gray,cylinder,red,000722.png
The gray cylinder is left the yellow cylinder,The yellow cylinder is left the gray cylinder,left,cylinder,gray,cylinder,yellow,000723.png
The gray cylinder is left the yellow cylinder,The yellow cylinder is left the gray cylinder,left,cylinder,gray,cylinder,yellow,000725.png
The green cylinder is left the purple cylinder,The purple cylinder is left the green cylinder,left,cylinder,green,cylinder,purple,000726.png
The green cylinder is left the purple cylinder,The purple cylinder is left the green cylinder,left,cylinder,green,cylinder,purple,000727.png
The green cylinder is left the red cylinder,The red cylinder is left the green cylinder,left,cylinder,green,cylinder,red,000729.png
The green cylinder is left the red cylinder,The red cylinder is left the green cylinder,left,cylinder,green,cylinder,red,000731.png
The green cylinder is left the yellow cylinder,The yellow cylinder is left the green cylinder,left,cylinder,green,cylinder,yellow,000732.png
The green cylinder is left the yellow cylinder,The yellow cylinder is left the green cylinder,left,cylinder,green,cylinder,yellow,000733.png
The purple cylinder is left the red cylinder,The red cylinder is left the purple cylinder,left,cylinder,purple,cylinder,red,000735.png
The purple cylinder is left the red cylinder,The red cylinder is left the purple cylinder,left,cylinder,purple,cylinder,red,000736.png
The purple cylinder is left the yellow cylinder,The yellow cylinder is left the purple cylinder,left,cylinder,purple,cylinder,yellow,000739.png
The purple cylinder is left the yellow cylinder,The yellow cylinder is left the purple cylinder,left,cylinder,purple,cylinder,yellow,000740.png
The red cylinder is left the yellow cylinder,The yellow cylinder is left the red cylinder,left,cylinder,red,cylinder,yellow,000741.png
The red cylinder is left the yellow cylinder,The yellow cylinder is left the red cylinder,left,cylinder,red,cylinder,yellow,000742.png
The blue cylinder is left the blue sphere,The blue sphere is left the blue cylinder,left,cylinder,blue,sphere,blue,000384.png
The blue cylinder is left the blue sphere,The blue sphere is left the blue cylinder,left,cylinder,blue,sphere,blue,000385.png
The blue cylinder is left the brown sphere,The brown sphere is left the blue cylinder,left,cylinder,blue,sphere,brown,000387.png
The blue cylinder is left the brown sphere,The brown sphere is left the blue cylinder,left,cylinder,blue,sphere,brown,000389.png
The blue cylinder is left the cyan sphere,The cyan sphere is left the blue cylinder,left,cylinder,blue,sphere,cyan,000390.png
The blue cylinder is left the cyan sphere,The cyan sphere is left the blue cylinder,left,cylinder,blue,sphere,cyan,000391.png
The blue cylinder is left the gray sphere,The gray sphere is left the blue cylinder,left,cylinder,blue,sphere,gray,000393.png
The blue cylinder is left the gray sphere,The gray sphere is left the blue cylinder,left,cylinder,blue,sphere,gray,000394.png
The blue cylinder is left the green sphere,The green sphere is left the blue cylinder,left,cylinder,blue,sphere,green,000396.png
The blue cylinder is left the green sphere,The green sphere is left the blue cylinder,left,cylinder,blue,sphere,green,000397.png
The blue cylinder is left the purple sphere,The purple sphere is left the blue cylinder,left,cylinder,blue,sphere,purple,000399.png
The blue cylinder is left the purple sphere,The purple sphere is left the blue cylinder,left,cylinder,blue,sphere,purple,000400.png
The blue cylinder is left the red sphere,The red sphere is left the blue cylinder,left,cylinder,blue,sphere,red,000402.png
The blue cylinder is left the red sphere,The red sphere is left the blue cylinder,left,cylinder,blue,sphere,red,000404.png
The blue cylinder is left the yellow sphere,The yellow sphere is left the blue cylinder,left,cylinder,blue,sphere,yellow,000406.png
The blue cylinder is left the yellow sphere,The yellow sphere is left the blue cylinder,left,cylinder,blue,sphere,yellow,000407.png
The brown cylinder is left the blue sphere,The blue sphere is left the brown cylinder,left,cylinder,brown,sphere,blue,000408.png
The brown cylinder is left the blue sphere,The blue sphere is left the brown cylinder,left,cylinder,brown,sphere,blue,000409.png
The brown cylinder is left the brown sphere,The brown sphere is left the brown cylinder,left,cylinder,brown,sphere,brown,000411.png
The brown cylinder is left the brown sphere,The brown sphere is left the brown cylinder,left,cylinder,brown,sphere,brown,000413.png
The brown cylinder is left the cyan sphere,The cyan sphere is left the brown cylinder,left,cylinder,brown,sphere,cyan,000414.png
The brown cylinder is left the cyan sphere,The cyan sphere is left the brown cylinder,left,cylinder,brown,sphere,cyan,000416.png
The brown cylinder is left the gray sphere,The gray sphere is left the brown cylinder,left,cylinder,brown,sphere,gray,000418.png
The brown cylinder is left the gray sphere,The gray sphere is left the brown cylinder,left,cylinder,brown,sphere,gray,000419.png
The brown cylinder is left the green sphere,The green sphere is left the brown cylinder,left,cylinder,brown,sphere,green,000421.png
The brown cylinder is left the green sphere,The green sphere is left the brown cylinder,left,cylinder,brown,sphere,green,000422.png
The brown cylinder is left the purple sphere,The purple sphere is left the brown cylinder,left,cylinder,brown,sphere,purple,000424.png
The brown cylinder is left the purple sphere,The purple sphere is left the brown cylinder,left,cylinder,brown,sphere,purple,000425.png
The brown cylinder is left the red sphere,The red sphere is left the brown cylinder,left,cylinder,brown,sphere,red,000426.png
The brown cylinder is left the red sphere,The red sphere is left the brown cylinder,left,cylinder,brown,sphere,red,000427.png
The brown cylinder is left the yellow sphere,The yellow sphere is left the brown cylinder,left,cylinder,brown,sphere,yellow,000430.png
The brown cylinder is left the yellow sphere,The yellow sphere is left the brown cylinder,left,cylinder,brown,sphere,yellow,000431.png
The cyan cylinder is left the blue sphere,The blue sphere is left the cyan cylinder,left,cylinder,cyan,sphere,blue,000433.png
The cyan cylinder is left the blue sphere,The blue sphere is left the cyan cylinder,left,cylinder,cyan,sphere,blue,000434.png
